#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   43771     0.00254572        4.45563       0.298313
   44516    -0.00994993         4.4594        2.09471
   43677       0.117334          4.456        9.07079
   46001       0.187003        4.50735        58.6262
   42861       0.194254        4.55479        4.21667
   44321       0.170604        4.54923        2.75027
   43901       0.296286         4.5824        6.30056
   44002       0.301758        4.58603        14.4902
   43712       0.283026        4.59915        37.3487
   44407       0.267643        4.59708        11.8758
   48031       0.262705        4.59849         5.6494
   44511       0.330185        4.72194        67.2426
   47896        0.32351        4.73322        6.87693
   42486       0.361664        4.69745        73.1491
   45321       0.352984        4.69995        7.45826
   43211       0.344213         4.7043          69.89
   44882       0.349319        4.66128        1.94597
   44302        0.32856          4.647       0.960084
   44007       0.321499        4.68398       0.294291
   48026        0.33567        4.66463        7.11537
   44791     -0.0502059        4.77304        10.5806
   43956     -0.0395489        4.75595         12.667
   45801     -0.0311969        4.74626        6.57702
   47551     -0.0363702        4.74453        7.66699
   43946     -0.0447106         4.7016        9.42417
   47256      -0.062011        4.70739       0.680555
   47876     -0.0487425         4.7058        10.2755
   43146     -0.0146965        4.73689        3.05455
   44526      -0.016979        4.73856        4.89082
   43991     -0.0265378        4.73429        5.59214
   46276      -0.029666         4.7292        6.25468
   42036     -0.0182369        4.71459        5.83233
   46996     -0.0250933        4.71444        5.29172
   43171     -0.0310841        4.72187        6.55507
   43591     -0.0354024        4.71542        7.46525
   43921     -0.0582129        4.66491        12.1069
   42976     -0.0182266        4.66898        3.84123
   47731      -0.030112        4.65831        5.08258
   42871     -0.0354096        4.66976        7.46256
   44856      -0.043039        4.66272        9.07409
   44851      -0.124352        4.67917        26.1035
   47566     -0.0779298        4.69139        16.4093
   42461      -0.101877        4.68186         21.421
   47691     -0.0939672        4.66876         19.768
   44286     -0.0823876        4.67499       0.895659
   44561     -0.0890238        4.67997        17.0414
   41796       0.091945        4.70966        19.3452
   44826      0.0916017        4.70964        19.2735
   45531      0.0912555        4.72686        19.2011
   45811      0.0930858        4.71958        19.5839
   43001      0.0696537        4.71003        22.3162
   44381      0.0854883         4.6925         1.8761
   45536      0.0759898        4.69443        1.66844
   47901       0.075456        4.67158        1.65678
   45996      0.0665377        4.68446        1.45862
   46061      0.0597176        4.69145        1.31217
   41601      0.0591942         4.7066        12.4075
   44251      0.0625574        4.71126        1.37383
   42711      0.0643925        4.69808        1.40161
   42146      0.0691611        4.70244        1.51891
   42496       0.064929        4.70575        20.8011
   46991      0.0445227        4.71345       0.976374
   45821      0.0534935        4.71806        11.2679
   47096      0.0541036        4.71833        11.4027
   45306      0.0799422        4.73435        1.75436
   47546      0.0740134        4.73492        1.62226
   44326      0.0683916        4.73754        1.45307
   45591      0.0691943        4.73937        1.51985
   47526      0.0633488        4.74408        1.04217
   48006      0.0618313        4.74965        1.35794
   42491      0.0389624        4.68873        6.53934
   46411      0.0384871        4.69879        8.10837
   48106      0.0332323        4.70049       0.725507
   41781      0.0491302        4.70142        1.07995
   46646      0.0511355        4.69514          1.124
   47101    -0.00762222        4.69748        1.59542
   41726     -0.0123429        4.68249        2.59754
   45756    -0.00676953        4.67566        1.40715
   44901      0.0119553         4.7134        3.64114
   44111     0.00798098        4.69127       0.151674
   47721      0.0132939        4.69452        2.12258
   44801       0.010062        4.70298         2.1184
   44221      0.0128174        4.70714       0.128781
   46416      0.0101566        4.70652        2.11819
   45286      0.0358372        4.72384       0.786371
   46396      0.0376924        4.72586        12.0826
   42921      0.0206882        4.71601       0.453308
   45126      0.0251873        4.71894        5.30789
   44936      0.0236569        4.73001       0.483392
   47406      0.0243218         4.7304        5.12601
   43436      0.0197062        4.73402        0.43347
   42141     0.00168852        4.73539      0.0367593
   44246     0.00258384          4.724      0.0493672
   42656      0.0356638        4.65803        3.83306
   46006      0.0440918        4.65666       0.963949
   42166      0.0543399        4.64816        1.18753
   45341      0.0368319        4.64967        7.76281
   45641      0.0309709        4.67824        6.53009
   43897      0.0240959        4.66851         0.2801
   47696      0.0276691        4.67011        0.60816
   42526      0.0488788        4.68097        10.2785
   42121      0.0499606         4.6683        1.09364
   47361      0.0602277        4.67564        1.32284
   44811     -0.0170075        4.63437        3.58299
   44861     -0.0249321        4.63646         7.9844
   43461      0.0125474        4.61238       0.276017
   42636     0.00480689        4.61408        1.00145
   42706     0.00984536        4.62174        0.16824
   48136     0.00149866        4.63307       0.269703
   45036      0.0145508        4.64017       0.319238
   41931      0.0124319        4.63659        3.32794
   45376      0.0117808        4.63494       0.227099
   43151     0.00229666        4.66409      0.0504322
   44896      0.0101922         4.6609        3.07492
   42716     0.00480164         4.6751       0.101579
